signal_id,ts_entry,symbol,direction,entry_price,tp_price,sl_price,initial_sl_price,tp_pct,sl_pct,max_hold_hours,trailing_pct,use_trailing,use_scaled,tp1_price,tp1_hit,score_long,score_short,confidence,n_long_signals,n_short_signals,f_momentum_3_pct,f_momentum_6_pct,f_rvol,f_atr_pct,f_a_ichi_above_cloud,f_a_ichi_below_cloud,f_a_fib_dist_0.618,f_a_fib_distance_pct,f_volume_spike,f_m_5m_volume_spike,btc_state,btc_momentum_12_pct,market_regime,status,current_price,current_pct,highest_pct,lowest_pct,current_trailing_sl,ts_last_check,ts_exit,exit_price,exit_pct,exit_reason,num_checks,size_remaining,partial_pnl,m_obi_10_at_entry,m_cvd_at_entry,m_5m_rvol_at_entry,m_spread_pct_at_entry,position_size,entry_mode
ZEREBROUSDT_LONG_1785099627,2026-07-26T21:00:27.820957+00:00,ZEREBROUSDT,LONG,0.036522,0.0456525,0.03509764,0.03509764,25.0,3.9,12.0,6.0,1,0,0.03761766,0,37.5,0.0,75.0,1,0,1.188596126672759,2.079490189501933,0.5274617369885544,0.9724080202148224,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.036522,0.0,0.0,0.0,0.03509764,2026-07-26T21:00:27.820975+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
NESUSDT_LONG_1785099627,2026-07-26T21:00:27.832084+00:00,NESUSDT,LONG,0.24439,0.3054875,0.23485879,0.23485879,25.0,3.9,12.0,6.0,1,0,0.2517217,0,37.5,0.0,75.0,1,0,-0.8076954298238461,-2.2479100835966617,1.0299587052466126,1.2217006774885562,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.24439,0.0,0.0,0.0,0.23485879,2026-07-26T21:00:27.832102+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
PENGUUSDT_LONG_1785099627,2026-07-26T21:00:27.843221+00:00,PENGUUSDT,LONG,0.006306,0.0078825,0.00606007,0.00606007,25.0,3.9,12.0,6.0,1,0,0.00649518,0,37.5,0.0,75.0,1,0,-0.142517814726846,0.3181673560292722,0.6975123063899906,0.8382039780707728,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.006306,0.0,0.0,0.0,0.00606007,2026-07-26T21:00:27.843239+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
LAUSDT_LONG_1785099627,2026-07-26T21:00:27.856095+00:00,LAUSDT,LONG,0.0769,0.096125,0.0739009,0.0739009,25.0,3.9,12.0,6.0,1,0,0.079207,0,42.5,0.0,85.0,1,0,0.3916449086161811,6.068965517241382,0.8195493419095744,4.579230912130781,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.0769,0.0,0.0,0.0,0.0739009,2026-07-26T21:00:27.856113+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
BABYUSDT_LONG_1785099627,2026-07-26T21:00:27.867365+00:00,BABYUSDT,LONG,0.01245,0.0155625,0.01196445,0.01196445,25.0,3.9,12.0,6.0,1,0,0.0128235,0,42.5,0.0,85.0,1,0,0.1609010458567915,-0.1603849238171685,1.0643459722440158,0.665519219736088,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.01245,0.0,0.0,0.0,0.01196445,2026-07-26T21:00:27.867383+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
FHEUSDT_LONG_1785099627,2026-07-26T21:00:27.878503+00:00,FHEUSDT,LONG,0.01929,0.0241125,0.01853769,0.01853769,25.0,3.9,12.0,6.0,1,0,0.0198687,0,37.5,0.0,75.0,1,0,-0.5670103092783453,-0.822622107969136,0.9978660375966494,1.0923498481818847,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.01929,0.0,0.0,0.0,0.01853769,2026-07-26T21:00:27.878521+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
PARTIUSDT_LONG_1785099627,2026-07-26T21:00:27.889564+00:00,PARTIUSDT,LONG,0.0271,0.033875,0.0260431,0.0260431,25.0,3.9,12.0,6.0,1,0,0.027913,0,37.5,0.0,75.0,1,0,-0.3676470588235272,0.7434944237918171,0.7089458988665618,1.2124406958355307,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.0271,0.0,0.0,0.0,0.0260431,2026-07-26T21:00:27.889581+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
BERTUSDT_LONG_1785099627,2026-07-26T21:00:27.900842+00:00,BERTUSDT,LONG,0.009497,0.01187125,0.00912662,0.00912662,25.0,3.9,12.0,6.0,1,0,0.00978191,0,33.5,0.0,67.0,1,0,0.6998197433994283,-1.186140880241385,0.0,1.5328148738699423,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.009497,0.0,0.0,0.0,0.00912662,2026-07-26T21:00:27.900860+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
OPNUSDT_LONG_1785099627,2026-07-26T21:00:27.911962+00:00,OPNUSDT,LONG,0.0592,0.074,0.0568912,0.0568912,25.0,3.9,12.0,6.0,1,0,0.060976,0,27.500000000000004,0.0,55.00000000000001,1,0,-2.3102310231023075,-5.431309904153356,0.0,1.4116795366795367,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.0592,0.0,0.0,0.0,0.0568912,2026-07-26T21:00:27.911981+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
LDOUSDT_LONG_1785099627,2026-07-26T21:00:27.922957+00:00,LDOUSDT,LONG,0.3749,0.468625,0.3602789,0.3602789,25.0,3.9,12.0,6.0,1,0,0.386147,0,37.5,0.0,75.0,1,0,-0.6887417218543023,-2.976190476190479,0.504811772853636,1.1679304957512504,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.3749,0.0,0.0,0.0,0.3602789,2026-07-26T21:00:27.922975+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
ATUSDT_LONG_1785099627,2026-07-26T21:00:27.934160+00:00,ATUSDT,LONG,0.1374,0.17175,0.1320414,0.1320414,25.0,3.9,12.0,6.0,1,0,0.141522,0,33.5,0.0,67.0,1,0,0.1457725947521907,-0.0727272727272849,0.0,0.6134331461842425,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.1374,0.0,0.0,0.0,0.1320414,2026-07-26T21:00:27.934178+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
ALCHUSDT_LONG_1785099627,2026-07-26T21:00:27.945129+00:00,ALCHUSDT,LONG,0.02863,0.0357875,0.02751343,0.02751343,25.0,3.9,12.0,6.0,1,0,0.0294889,0,27.500000000000004,0.0,55.00000000000001,1,0,-0.6247830614369997,-0.6937218175511698,0.0,1.2524325133476384,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.02863,0.0,0.0,0.0,0.02751343,2026-07-26T21:00:27.945148+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
ORCAUSDT_LONG_1785099627,2026-07-26T21:00:27.956252+00:00,ORCAUSDT,LONG,1.191,1.48875,1.144551,1.144551,25.0,3.9,12.0,6.0,1,0,1.22673,0,33.5,0.0,67.0,1,0,-0.0838926174496551,-0.2512562814070261,0.0,0.5337651433369315,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,1.191,0.0,0.0,0.0,1.144551,2026-07-26T21:00:27.956270+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
KILOUSDT_LONG_1785099627,2026-07-26T21:00:27.967169+00:00,KILOUSDT,LONG,0.003015,0.00376875,0.00289741,0.00289741,25.0,3.9,12.0,6.0,1,0,0.00310545,0,33.5,0.0,67.0,1,0,-0.2976190476190584,0.3327787021630624,0.0,1.1442786069651771,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.003015,0.0,0.0,0.0,0.00289741,2026-07-26T21:00:27.967188+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
ALLOUSDT_LONG_1785099627,2026-07-26T21:00:27.978161+00:00,ALLOUSDT,LONG,0.331,0.41375,0.318091,0.318091,25.0,3.9,12.0,6.0,1,0,0.34093,0,33.5,0.0,67.0,1,0,-1.6929016929016878,-3.3011977797253804,0.0029122026225681,2.2291756581786792,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.331,0.0,0.0,0.0,0.318091,2026-07-26T21:00:27.978179+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
UBUSDT_LONG_1785099627,2026-07-26T21:00:27.989056+00:00,UBUSDT,LONG,0.14964,0.18705,0.14380404,0.14380404,25.0,3.9,12.0,6.0,1,0,0.1541292,0,25.719727345629508,0.0,51.439454691259016,1,0,8.309206716850023,13.021148036253782,0.0001339678392287,2.348493527322717,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.14964,0.0,0.0,0.0,0.14380404,2026-07-26T21:00:27.989075+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
CAPUSDT_LONG_1785099628,2026-07-26T21:00:28.000178+00:00,CAPUSDT,LONG,0.08791,0.1098875,0.08448151,0.08448151,25.0,3.9,12.0,6.0,1,0,0.0905473,0,33.5,0.0,67.0,1,0,-0.1363171646029707,-1.113610798650174,0.0,0.8897086305799775,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.08791,0.0,0.0,0.0,0.08448151,2026-07-26T21:00:28.000196+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
REUSDT_LONG_1785099628,2026-07-26T21:00:28.011235+00:00,REUSDT,LONG,0.4901,0.612625,0.4709861,0.4709861,25.0,3.9,12.0,6.0,1,0,0.504803,0,27.500000000000004,0.0,55.00000000000001,1,0,-1.6455950230784748,-5.367831627727369,0.0010354079423092,2.025825633252686,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.4901,0.0,0.0,0.0,0.4709861,2026-07-26T21:00:28.011254+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
AFCUSDT_LONG_1785104580,2026-07-26T22:23:00.356048+00:00,AFCUSDT,LONG,0.1594,0.19925,0.1531834,0.1531834,25.0,3.9,12.0,6.0,1,0,0.164182,0,40.0,0.0,80.0,1,0,-0.8089607965152602,-0.7471980074719842,0.300337556729117,0.7617852661767349,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.1594,0.0,0.0,0.0,0.1531834,2026-07-26T22:23:00.356072+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
VIRTUALUSDT_LONG_1785108712,2026-07-26T23:31:52.189835+00:00,VIRTUALUSDT,LONG,0.5988,0.7485,0.5754468,0.5754468,25.0,3.9,12.0,6.0,1,0,0.616764,0,33.5,0.0,67.0,1,0,1.7502124044180076,1.698369565217393,0.4060970417114544,0.7789388300410335,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.5988,0.0,0.0,0.0,0.5754468,2026-07-26T23:31:52.189857+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
KMNOUSDT_LONG_1785108712,2026-07-26T23:31:52.202532+00:00,KMNOUSDT,LONG,0.01811,0.0226375,0.01740371,0.01740371,25.0,3.9,12.0,6.0,1,0,0.0186533,0,37.5,0.0,75.0,1,0,0.7790762381747426,0.499445061043284,0.5420682873468657,0.6468407351897146,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.01811,0.0,0.0,0.0,0.01740371,2026-07-26T23:31:52.202551+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
IDOLUSDT_LONG_1785128606,2026-07-27T05:03:26.917515+00:00,IDOLUSDT,LONG,0.014879,0.01859875,0.01429872,0.01429872,25.0,3.9,12.0,6.0,1,0,0.01532537,0,40.0,0.0,80.0,1,0,0.6698240866035192,-0.3949658588833848,0.0248512023249054,1.3484969227962704,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.014879,0.0,0.0,0.0,0.01429872,2026-07-27T05:03:26.917537+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
BONKUSDT_LONG_1785128606,2026-07-27T05:03:26.930250+00:00,BONKUSDT,LONG,3.16e-06,3.95e-06,3.04e-06,3.04e-06,25.0,3.9,12.0,6.0,1,0,3.25e-06,0,40.0,0.0,80.0,1,0,0.9584664536741122,1.6077170418006412,0.0294862989823898,1.4918625678119342,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,3.16e-06,0.0,0.0,0.0,3.04e-06,2026-07-27T05:03:26.930266+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
AEROUSDT_LONG_1785128606,2026-07-27T05:03:26.942569+00:00,AEROUSDT,LONG,0.4421,0.552625,0.4248581,0.4248581,25.0,3.9,12.0,6.0,1,0,0.455363,0,33.5,0.0,67.0,1,0,2.909683426443206,2.957615277130878,0.1283388443798949,1.2957637250783598,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.4421,0.0,0.0,0.0,0.4248581,2026-07-27T05:03:26.942586+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
FETUSDT_LONG_1785128606,2026-07-27T05:03:26.954982+00:00,FETUSDT,LONG,0.1599,0.199875,0.1536639,0.1536639,25.0,3.9,12.0,6.0,1,0,0.164697,0,33.5,0.0,67.0,1,0,0.1879699248120267,0.7561436672967731,0.081891432334551,0.5896542481908331,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.1599,0.0,0.0,0.0,0.1536639,2026-07-27T05:03:26.954999+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
JTOUSDT_LONG_1785128606,2026-07-27T05:03:26.967319+00:00,JTOUSDT,LONG,0.6058,0.75725,0.5821738,0.5821738,25.0,3.9,12.0,6.0,1,0,0.623974,0,40.0,0.0,80.0,1,0,1.355194913836372,3.2379004771642834,0.1524102593825923,1.1260199028439375,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.6058,0.0,0.0,0.0,0.5821738,2026-07-27T05:03:26.967336+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
INUSDT_LONG_1785141995,2026-07-27T08:46:35.707319+00:00,INUSDT,LONG,0.03838,0.046056,0.03713265,0.03713265,20.0,3.25,12.0,5.0,1,0,0.0395314,0,27.500000000000004,0.0,55.00000000000001,1,0,-4.026006501625408,-4.145854145854151,0.3618377979185809,1.1724856696195898,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.03838,0.0,0.0,0.0,0.03713265,2026-07-27T08:46:35.707367+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
IMUUSDT_LONG_1785141995,2026-07-27T08:46:35.720174+00:00,IMUUSDT,LONG,0.001238,0.0015475,0.00118972,0.00118972,25.0,3.9,12.0,6.0,1,0,0.00127514,0,33.5,0.0,67.0,1,0,0.2429149797570821,0.978792822185959,0.0783731472905325,0.7327486729748452,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.001238,0.0,0.0,0.0,0.00118972,2026-07-27T08:46:35.720192+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
MOODENGUSDT_LONG_1785141995,2026-07-27T08:46:35.732598+00:00,MOODENGUSDT,LONG,0.03788,0.04735,0.03640268,0.03640268,25.0,3.9,12.0,6.0,1,0,0.0390164,0,37.5,0.0,75.0,1,0,-0.4467805519053968,0.4774535809018558,0.5176993809841439,0.833459043596318,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.03788,0.0,0.0,0.0,0.03640268,2026-07-27T08:46:35.732615+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
XCXUSDT_LONG_1785154026,2026-07-27T12:07:06.285350+00:00,XCXUSDT,LONG,0.0031128,0.00404664,0.0029914,0.0029914,30.0,3.9,24.0,8.0,1,0,0.00320618,0,27.500000000000004,0.0,55.00000000000001,1,0,-1.2060429097372043,-1.841574167507558,0.0327838637194079,2.587472922862282,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.0031128,0.0,0.0,0.0,0.0029914,2026-07-27T12:07:06.285373+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
RESOLVUSDT_LONG_1785165537,2026-07-27T15:18:57.505022+00:00,RESOLVUSDT,LONG,0.01713,0.0214125,0.01646193,0.01646193,25.0,3.9,12.0,6.0,1,0,0.0176439,0,27.500000000000004,0.0,55.00000000000001,1,0,-4.727474972191324,-9.076433121019107,0.251833860068745,1.8722375114669336,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.01713,0.0,0.0,0.0,0.01646193,2026-07-27T15:18:57.505046+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
UNIONUSDT_LONG_1785172781,2026-07-27T17:19:41.547052+00:00,UNIONUSDT,LONG,0.0003596,0.0004495,0.00034558,0.00034558,25.0,3.9,12.0,6.0,1,0,0.00037039,0,35.0,0.0,70.0,1,0,6.642941874258601,5.609397944199715,0.2319885723434456,1.5632448752582195,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.0003596,0.0,0.0,0.0,0.00034558,2026-07-27T17:19:41.547073+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
NXPCUSDT_LONG_1785178668,2026-07-27T18:57:48.641435+00:00,NXPCUSDT,LONG,0.2698,0.33725,0.2592778,0.2592778,25.0,3.9,12.0,6.0,1,0,0.277894,0,37.5,0.0,75.0,1,0,1.9652305366591007,3.76923076923076,0.6645476159261849,1.0007412898443322,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.2698,0.0,0.0,0.0,0.2592778,2026-07-27T18:57:48.641456+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
HUMAUSDT_LONG_1785178668,2026-07-27T18:57:48.654285+00:00,HUMAUSDT,LONG,0.02139,0.0267375,0.02055579,0.02055579,25.0,3.9,12.0,6.0,1,0,0.0220317,0,37.5,0.0,75.0,1,0,-0.0934142923867313,-1.2009237875288676,0.5600025776751983,0.918319642022304,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,0.02139,0.0,0.0,0.0,0.02055579,2026-07-27T18:57:48.654301+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
CORNUSDT_SHORT_1785192697,2026-07-27T22:51:37.717358+00:00,CORNUSDT,SHORT,0.02606,0.024757,0.0268418,0.0268418,5.0,3.0,8.0,0.5,1,0,0.0252782,0,51.0,84.0,84.0,0,0,-0.6481128478841023,-3.122676579925652,1.287,5.141818116620603,0.0,1.0,99,0,0,1.0,NEUTRAL,-0.2952388349514527,NEUTRAL,OPEN,0.02606,0.0,0.0,0.0,0.0268418,2026-07-27T22:51:37.717376+00:00,,,,,0,1.0,0.0,0.0559706427917755,35285.63999999998,0,0,1.0,
DASHUSDT_LONG_1785196627,2026-07-27T23:57:07.155960+00:00,DASHUSDT,LONG,31.26,39.075,30.04086,30.04086,25.0,3.9,12.0,6.0,1,0,32.1978,0,37.5,0.0,75.0,1,0,-3.3096195484070425,-3.3693972179289022,1.0670617563326457,1.0373823233708068,0.0,0.0,99,0,0,0.0,NEUTRAL,0.0,PRE_PUMP_30_PUMP_RUNNER,OPEN,31.26,0.0,0.0,0.0,30.04086,2026-07-27T23:57:07.155986+00:00,,,,,0,1.0,0.0,0.0,0.0,0,0,0.3,PRE_PUMP_30_PUMP_RUNNER
REZUSDT_LONG_1785238676,2026-07-28T11:37:56.121519+00:00,REZUSDT,LONG,0.002713,0.00284865,0.00263161,0.00263161,5.0,3.0,8.0,0.5,1,0,0.00279439,0,94.0,45.0,94.0,0,0,3.273696231442716,3.3917682926829307,1.046,6.074637011018832,1.0,0.0,99,0,0,1.0,NEUTRAL,-1.5707512399749795,NEUTRAL,OPEN,0.002713,0.0,0.0,0.0,0.00263161,2026-07-28T11:37:56.121537+00:00,,,,,0,1.0,0.0,1.698727161728549,343217.5999999999,0,0,1.0,
